MatchID,BatterID,DismissalID,DismissalText,BowlerID,FielderID
6848450,11399613,2,c A Nidamanuru b E Eales,11862143.0,11394543.0
6848450,11399616,2,c T Iles b C Floyd,11862290.0,11862144.0
6848450,11399629,2,c L Scully b B Fletcher,11862142.0,11625296.0
6848450,11403987,4,b S Ahmad,11191797.0,
6848450,11619253,3,lbw  b S Ahmad,11191797.0,
6848450,11862354,2,c A Nidamanuru b B Fletcher,11862142.0,11394543.0
6848450,11862355,2,c C Floyd b B Fletcher,11862142.0,11862290.0
6848450,11862356,1,no,,
6848450,11864827,3,lbw  b S Ahmad,11191797.0,
6848450,11191797,2,c H Overdijk b J Wiggins,11862354.0,11399616.0
6848450,11193669,2,c TAD Leijer b D Crowley,11619253.0,11864827.0
6848450,11193727,2,c T Kloppenburg b C McInerney,11862355.0,11194169.0
6848450,11394543,2,c  ?  b C McInerney,11862355.0,11396786.0
6848450,11625296,3,lbw  b A Leonard,11862356.0,
6848450,11625298,4,b C McInerney,11862355.0,
6848450,11862138,2,c T Staal b A Leonard,11862356.0,11399629.0
6848450,11862142,2,c YJ Patel b A Leonard,11862356.0,11194218.0
6848450,11862143,2,c B Gorlee b C McInerney,11862355.0,11399613.0
6848450,11862144,1,no,,
6848450,11862290,4,b J Wiggins,11862354.0,
6848451,11136654,3,lbw  b N Woermeijer,11617335.0,
6848451,11192709,5,st N Statham b A Dutt,11193370.0,11407022.0
6848451,11193244,2,c N Statham b N Woermeijer,11617335.0,11407022.0
6848451,11383378,2,c A Jabarkhail b N Woermeijer,11617335.0,11857734.0
6848451,11383382,4,b S Braat,11407027.0,
6848451,11391030,2,c N Statham b R Elenbaas,11407024.0,11407022.0
6848451,11403873,1,no,,
6848451,11859291,2,c C Klijnhans b S Braat,11407027.0,11859288.0
6848451,11859687,2,c R Elenbaas b O Elenbaas,11407023.0,11407024.0
6848451,11859688,1,no,,
6848451,11859689,6,ro (S Braat),,11407027.0
6848451,11193370,2,c F Fourie b A JAIN,11192709.0,11391030.0
6848451,11407022,1,no,,
6848451,11407023,6,ro (Td Kok),,11193244.0
6848451,11407024,2,c R Schierhout b Jvd Meulen,11859687.0,11859689.0
6848451,11407027,2,c B Hoes b AF Hoseinbaks,11403873.0,11193227.0
6848451,11617335,1,no,,
6848451,11617906,6,ro (J McKenzie),,11859688.0
6848451,11617907,4,b A JAIN,11192709.0,
6848451,11859288,2,c T Bettelheim b J Schoonheim,11383382.0,11859291.0
6848452,11191603,1,no,,
6848452,11191642,4,b K Klein,11384117.0,
6848452,11191716,2,c W Barresi b A Singh,11381351.0,11404055.0
6848452,11381929,2,c LD Bianco b B Boddendijk,11404047.0,11756715.0
6848452,11382040,6,ro (K Klein),,11384117.0
6848452,11382041,4,b K Klein,11384117.0,
6848452,11382047,5,st LD Bianco b Jd Mey,11194440.0,11756715.0
6848452,11382053,2,c LD Bianco b K Klein,11384117.0,11756715.0
6848452,11403951,2,c & b Jd Mey,11194440.0,11194440.0
6848452,11855810,2,c W Barresi b A Singh,11381351.0,11404055.0
6848452,11862283,2,c W Barresi b K Klein,11384117.0,11404055.0
6848452,11194440,2,c R Verhagen b J Blankestijn,11191603.0,11382053.0
6848452,11194452,1,no,,
6848452,11298677,3,lbw  b J Ralston,11862283.0,
6848452,11381351,2,c Sv Troost b J Blankestijn,11191603.0,11191716.0
6848452,11384117,3,lbw  b J Ralston,11862283.0,
6848452,11404047,4,b J Ralston,11862283.0,
6848452,11404050,2,c R Verhagen b N Etman,11382040.0,11382053.0
6848452,11404055,2,c Sv Troost b J Ralston,11862283.0,11191716.0
6848452,11756715,2,c LA Kroesen b J Ralston,11862283.0,11382047.0
6848452,11862334,2,c Sv Troost b J Ralston,11862283.0,11191716.0
6848452,11862335,2,c LA Kroesen b J Ralston,11862283.0,11382047.0
6848453,11191603,1,no,,
6848453,11191642,3,lbw  b J Snoep,11290496.0,
6848453,11191715,2,c M Singh b K Ahmadi,11414154.0,11111557.0
6848453,11191716,2,c J Snoep b U Baker,11191600.0,11290496.0
6848453,11382040,2,c K Ahmadi b J Snoep,11290496.0,11414154.0
6848453,11382047,2,c R Mudford b C Fraser,11979082.0,11866001.0
6848453,11382051,4,b K Ahmadi,11414154.0,
